country, order_value_EUR , amount,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,product_id
Portugal,25834.34,22450.04,2020-03-13,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863,M0812
Portugal,121928.48,98408.48,2019-09-19,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009,M0813
France,167935.31,137942.06,2019-04-18,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,PC,03-4045721,P0814
Portugal,151151.77,124035.14,2019-12-30,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,80-3039005,P0815
France,95966.17,75976.42,2019-08-24,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC,90-4449856,P0816
Portugal,123424.43,98171.79,2019-11-04,Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,82-2837449,P0817
France,128221.13,102217.88,2020-06-21,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,21-4033151,P0818
Portugal,204133.95,167553.15,2020-06-13,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC,98-6563368,P0819
Sweden,89376.84,73646.52,2019-02-17,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,21-2589548,P0820
Sweden,110837.96,92106.34,2019-02-25,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,PC,52-7049356,P0821
Netherlands,118026.37,99873.91,2020-04-07,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-1708827,P0822
Portugal,177208.76,151779.3,2019-02-01,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257,M0823
Sweden,97148.34,77806.11,2020-04-29,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC,44-9978904,P0824
Spain,144530.35,115407.48,2020-04-08,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC,63-1220717,P0825
Sweden,45261.84,37816.27,2020-11-21,Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,PC,40-0265810,P0826
Bulgaria,105277.2,90759.47,2019-11-21,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,56-6094665,P0827
Denmark,65822.05,54790.27,2020-11-11,Clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,PC,75-3776704,P0828
France,78540.62,63987.04,2019-08-10,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC,55-1050582,P0829
Italy,37636.91,30847.21,2020-03-16,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908,M0830
Portugal,138127.81,115240.03,2020-05-24,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC,30-3460885,P0831
Ireland,37892.58,30010.92,2019-01-21,Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,59-0348389,P0832
Bulgaria,65329.65,53237.13,2020-02-26,Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile,91-7447818,M0833
France,167072.72,135044.88,2019-10-21,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC,37-6449638,P0834
France,164243.32,134121.1,2019-05-20,Smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,PC,38-2806168,P0835
France,174951.18,142690.18,2019-09-18,Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652,M0836
Portugal,98521.87,84571.17,2020-02-01,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,29-1727395,P0837
Portugal,69750.57,60731.82,2019-03-19,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,92-4695001,P0838
Portugal,129022.02,104585.25,2020-06-20,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC,51-2167412,P0839
Portugal,41805.53,33352.45,2019-03-23,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008,T0840
Finland,145809.65,123136.25,2019-07-30,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC,96-5231814,P0841
France,29443.71,23958.35,2020-10-29,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-2027170,P0842
Sweden,138443.23,115101.7,2019-06-14,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677,M0843
UK,102000.57,87261.49,2020-03-17,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC,22-0725785,P0844
Portugal,53181.88,42316.82,2020-06-01,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC,37-6033123,P0845
Portugal,99518.86,81854.26,2019-12-03,Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,29-5158368,P0846
Portugal,79288.03,68536.57,2019-08-07,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,95-4281933,P0847
France,111557.68,92470.16,2020-02-15,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,61-0532585,P0848
Netherlands,43008.69,34458.56,2019-07-19,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC,99-9093075,P0849
France,154936.24,135739.64,2020-06-29,Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC,65-2631885,P0850
Sweden,115339.49,100691.37,2019-03-09,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559,M0851
France,65254.5,53919.79,2019-06-17,Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,91-6673445,P0852
Netherlands,50241.47,43443.8,2020-10-17,Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210,T0853
UK,304337.49,261730.24,2019-04-12,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC,29-0072186,P0854
Bulgaria,95960.77,76519.12,2020-11-10,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC,06-5115020,P0855
Sweden,152522.94,122399.66,2020-11-04,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC,22-6046651,P0856
Sweden,63196.98,54671.71,2019-04-18,Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,PC,71-6499815,P0857
Sweden,83119.87,69604.58,2019-01-29,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,PC,81-1454737,P0858
France,75483.45,60077.28,2019-03-12,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,26-0092767,P0859
Ireland,65397.28,53920.06,2020-03-20,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038,M0860
France,48890.14,41180.16,2019-05-20,Clothing,Johns and Sons,Othello Bowes,Ora Grennan,PC,85-5544928,P0861
France,80839.75,63936.16,2020-05-21,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,00-6227453,P0862
Ireland,79375.17,64532.01,2020-09-02,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180,M0863
Bulgaria,158011.3,137390.83,2019-11-27,Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC,40-8287610,P0864
Portugal,155766.23,131529,2020-05-27,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,49-7876403,P0865
France,19366.75,15857.49,2020-03-28,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,01-6107437,P0866
France,45481.24,37317.36,2019-10-25,Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC,13-6163562,P0867
Sweden,152747.92,130614.75,2020-03-05,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,41-0722740,P0868
Sweden,255216,211446.46,2019-12-28,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,65-4008552,P0869
Portugal,154858,135376.86,2020-07-22,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC,72-4825752,P0870
France,250488.42,214142.55,2020-06-13,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,18-2580592,P0871
Sweden,115151.22,91430.07,2020-10-25,Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,PC,14-1283254,P0872
Sweden,57347.48,50041.41,2020-12-08,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC,79-4826735,P0873
Portugal,74790.02,64992.53,2020-06-19,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC,82-2840501,P0874
France,72749.07,59108.62,2019-01-20,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,19-0320558,P0875
Bulgaria,128235.65,103024.52,2020-09-20,Books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,PC,57-0945292,P0876
Sweden,79088.7,67415.21,2020-05-24,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC,01-6573793,P0877
UK,124537.47,105881.76,2019-09-24,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,63-0694419,P0878
Sweden,161192.45,135965.83,2019-04-07,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,24-2442637,P0879
France,109697.86,89853.52,2019-07-24,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC,04-8899739,P0880
France,57276.26,49223.22,2020-04-04,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,48-2932903,P0881
Netherlands,149956.93,130087.64,2020-08-10,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC,66-0265458,P0882
Italy,127075.41,110924.13,2019-09-24,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC,57-6602854,P0883
Sweden,28755.32,23938.8,2019-10-10,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,47-6702070,P0884
Portugal,178027.46,144985.56,2020-04-01,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC,99-9215178,P0885
Bulgaria,152231.86,122303.08,2019-08-05,Smartphones,Smith Group,Charil Alpe,Shermy McGready,PC,39-5953116,P0886
Sweden,53957.42,46905.19,2019-05-25,Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,PC,71-3278650,P0887
Portugal,80474.78,66568.74,2019-05-22,Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,38-6891011,P0888
Bulgaria,145439.65,123710.97,2020-03-10,Smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,PC,06-5566367,P0889
France,84035.82,71329.6,2020-10-27,Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281,T0890
Spain,68288.68,56754.72,2020-09-27,Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC,80-4161102,P0891
Sweden,100578.6,83208.68,2019-01-14,Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,PC,96-1388247,P0892
France,94925,77572.71,2019-09-30,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342,M0893
France,105464.41,84761.75,2019-08-27,Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,30-4045249,P0894
France,155827.3,126360.36,2019-04-30,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848,T0895
Portugal,90994.31,72540.66,2020-09-05,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,09-7835975,P0896
Portugal,32779.67,26800.66,2020-03-22,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,16-9758497,P0897
Bulgaria,40187.99,32508.07,2020-05-22,Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC,54-1058965,P0898
UK,91842.59,73979.21,2019-03-29,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,PC,84-0565956,P0899
Portugal,38494.71,33113.15,2019-04-02,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC,85-6263705,P0900
France,86050.61,75569.65,2020-03-09,Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC,46-4560578,P0901
Sweden,36749.51,30101.52,2020-10-15,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,PC,08-5093310,P0902
Finland,194531.02,158970.75,2019-09-07,Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376,T0903
France,106730.16,89503.91,2020-07-30,Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC,60-0406937,P0904
Germany,30177.8,23924.96,2020-06-10,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile,61-4937643,M0905
Portugal,93902.04,80793.31,2020-01-03,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,94-3251589,P0906
Germany,250483.63,217269.5,2020-03-07,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,48-2124998,M0907
Sweden,162142.74,136037.76,2019-01-29,Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,PC,19-1017922,P0908
Denmark,47516.54,38987.32,2020-09-01,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,51-1141675,P0909
Germany,163546.81,133307,2019-07-05,Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,PC,94-2134593,P0910
France,35437.89,30412.8,2020-03-02,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC,82-0616982,P0911
Belgium,122889.28,103042.66,2020-11-27,Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC,22-5761330,P0912
Luxembourg,26490.47,21168.53,2019-04-11,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,62-1694462,P0913
UK,173722.59,148063.76,2019-09-04,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,PC,66-2612057,P0914
France,76543.36,65819.64,2019-03-21,Accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,PC,01-7655863,P0915
Sweden,69626.39,57295.56,2019-06-15,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC,06-2196763,P0916
France,249915.21,215326.95,2020-12-15,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,PC,84-4465649,P0917
Portugal,55790.71,48783.4,2020-08-10,Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,PC,63-6767584,P0918
Netherlands,77896.83,62714.74,2020-03-13,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,75-7443241,P0919
Portugal,104391.93,86770.57,2020-04-01,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,34-8182639,P0920
Portugal,57115.99,48976.96,2019-03-27,Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984,M0921
France,74685.85,59166.13,2020-05-23,Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC,68-0176456,P0922
France,74103.82,64811.2,2020-02-01,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,63-7370049,P0923
France,176190.16,142273.55,2019-02-09,Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,03-3461826,P0924
Sweden,185778.3,154734.75,2020-06-25,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,76-5888381,P0925
France,212521.26,172014.71,2019-06-20,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,43-7357498,P0926
France,40148.49,31954.18,2019-02-02,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,PC,88-8981595,P0927
Portugal,157942.65,136620.39,2020-06-23,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,95-6123269,P0928
Netherlands,172453.1,145688.38,2020-06-24,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC,60-6986682,P0929
France,203604.46,175344.16,2019-06-26,Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106,M0930
Sweden,251587.2,201848.41,2019-06-14,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360,M0931
Sweden,19930.04,16543.93,2019-09-03,Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731,T0932
Bulgaria,149372.32,130611.16,2020-12-20,Electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,Mobile,63-6848448,M0933
Sweden,25907.52,22454.05,2019-02-19,Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,14-5110197,P0934
Portugal,64762.89,54238.92,2019-06-02,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC,42-2646312,P0935
Finland,65211.07,56883.62,2020-10-28,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,PC,60-8083173,P0936
Spain,42475.6,35802.68,2019-02-13,Books,Johns and Sons,Emalia Dinse,Perri Aldersley,PC,76-1827989,P0937
Portugal,172340.86,136562.9,2020-09-04,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC,36-4321653,P0938
Ireland,165709.19,138102.04,2020-09-10,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,PC,18-7046062,P0939
Italy,118409.59,96030.18,2020-06-10,Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,PC,73-4380400,P0940
France,58416.11,48076.46,2020-05-16,Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,47-5051773,P0941
France,78629.19,63359.4,2019-02-21,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989,M0942
Sweden,64842.92,56439.28,2019-09-29,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536,M0943
Belgium,76183.74,61617.41,2019-03-06,Clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730,M0944
Sweden,131839.16,115372.45,2020-04-27,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC,73-8632957,P0945
Portugal,147092.62,117806.48,2020-10-31,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,PC,16-0987104,P0946
Finland,62011.86,49324.23,2019-01-17,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425,T0947
Portugal,56763.04,47663.92,2019-11-08,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481,M0948
Portugal,78057.96,67161.07,2020-11-29,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594,T0949
UK,96358.45,80700.2,2019-12-06,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC,75-7848944,P0950
France,40535.64,35480.85,2019-01-13,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,PC,72-2796883,P0951
France,96795.99,81395.75,2019-06-21,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC,32-3124563,P0952
Portugal,122035.93,97897.22,2020-06-21,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC,83-7592334,P0953
Sweden,89502.53,72488.1,2020-10-31,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,PC,61-3721294,P0954
Portugal,223233.32,179100.09,2019-06-28,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,43-8355995,P0955
Finland,33190.03,28397.39,2020-08-18,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036,T0956
Portugal,82357.57,65474.27,2019-02-19,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,13-9607758,P0957
Ireland,46857.77,39116.87,2020-06-19,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460,M0958
UK,178560.1,150383.32,2020-02-07,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039,M0959
Sweden,173944.47,139729.59,2020-11-09,Books,Johns and Sons,Maxie Marrow,Madelon Bront,PC,46-2962443,P0960
UK,176662.26,146859.34,2020-06-28,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC,44-9908550,P0961
France,133754.65,106147.69,2020-09-18,Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC,52-3150154,P0962
Bulgaria,159294.28,130605.38,2020-09-08,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,37-9761957,P0963
France,123562.02,102927.16,2020-04-22,Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC,67-6072579,P0964
France,33013.08,26743.9,2020-11-28,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,PC,89-0300778,P0965
Portugal,105340.85,87285.43,2020-08-18,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC,80-1894360,P0966
Spain,127143.54,105033.28,2019-03-10,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC,58-2235320,P0967
Portugal,56570.64,46993.23,2020-05-10,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,PC,68-9875936,P0968
France,75522.66,60448.34,2019-03-13,Smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,PC,75-8968627,P0969
Portugal,87085.71,76548.34,2020-08-27,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC,86-9456489,P0970
UK,290010.79,234444.72,2019-12-25,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC,02-1124101,P0971
Luxembourg,256603.66,209799.15,2019-07-27,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047,T0972
UK,126074.62,100027.6,2020-07-11,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,60-7663173,P0973
Sweden,94085.5,77498.23,2020-01-19,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC,34-1570975,P0974
Portugal,159216.47,137419.74,2020-06-26,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,57-9765345,P0975
Portugal,74958.46,65806.03,2020-05-08,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,31-8846200,P0976
Sweden,83897.88,69559.73,2019-03-18,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102,M0977
Sweden,133055.04,105366.29,2019-10-11,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC,85-9541179,P0978
Sweden,94115.99,75669.26,2019-09-16,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC,93-2085046,P0979
Finland,125851.79,103777.39,2020-11-15,Games,Wunsch LLC,Hube Corey,Mellicent Mattys,PC,03-6962760,P0980
Netherlands,60917.85,52736.58,2019-02-17,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC,15-3241183,P0981
France,101318.72,86657.9,2019-04-13,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,PC,54-5705354,P0982
Portugal,131610.37,106406.98,2020-04-30,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,29-1888759,P0983
France,235042.75,187446.59,2019-12-25,Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC,12-3815754,P0984
Ireland,58921.31,51715.23,2020-12-13,Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,30-4823900,P0985
Portugal,101846.87,88066.99,2019-07-01,Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,PC,72-9074281,P0986
France,95307.21,78533.14,2020-03-26,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC,52-0213558,P0987
France,232217.05,191439.74,2019-06-20,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792,M0988
Portugal,75912.59,60145.55,2019-10-14,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641,M0989
Portugal,57367.93,46255.76,2019-10-28,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738,M0990
Portugal,158240.24,136561.33,2020-11-23,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,81-9457605,P0991
Portugal,97291.62,76899.3,2020-02-01,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,63-0813030,P0992
Portugal,83904.32,69011.3,2020-07-06,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,00-7326184,P0993
UK,133696.86,109310.55,2020-01-27,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,22-0156233,P0994
UK,146076.81,123230.4,2019-07-27,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,94-0623186,P0995
France,56118.05,47711.57,2020-02-03,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,08-0446109,P0996
France,46296.26,40319.41,2020-05-15,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084,T0997
Belgium,118061.05,101131.1,2020-02-07,Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058,M0998
Finland,74480.56,60023.88,2020-06-03,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,31-1849120,P0999
Spain,87205.01,69171.01,2020-06-18,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595,T1000
Portugal,107716.72,86679.64,2020-01-18,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149,M1001
